"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20260101","8호선","산성","2554","2672","20260104",""
"20260101","8호선","남한산성입구(성남법원.검찰청)","5077","4955","20260104",""
"20260101","8호선","단대오거리","4760","4954","20260104",""
"20260101","8호선","신흥","2755","2883","20260104",""
"20260101","8호선","수진","2516","2373","20260104",""
"20260101","8호선","모란","2677","2308","20260104",""
"20260101","8호선","남위례","2533","2552","20260104",""
"20260101","9호선","개화","1051","907","20260104",""
"20260101","9호선","김포공항","4779","9079","20260104",""
"20260101","9호선","공항시장","1285","1418","20260104",""
"20260101","9호선","신방화","2743","2882","20260104",""
"20260101","9호선","마곡나루(서울식물원)","5508","5441","20260104",""
"20260101","9호선","양천향교","3534","3718","20260104",""
"20260101","9호선","가양","7991","8151","20260104",""
"20260101","9호선","증미","2226","2235","20260104",""
"20260101","9호선","등촌","4545","4857","20260104",""
"20260101","9호선","염창","6832","7041","20260104",""
"20260101","9호선","신목동","1315","1326","20260104",""
"20260101","9호선","선유도","2523","2564","20260104",""
"20260101","9호선","당산","7395","7121","20260104",""
"20260101","9호선","국회의사당","3736","3364","20260104",""
"20260101","9호선","여의도","6438","5865","20260104",""
"20260101","9호선","샛강","1438","1440","20260104",""
"20260101","9호선","노량진","13990","14774","20260104",""
"20260101","9호선","노들","2161","1916","20260104",""
"20260101","9호선","흑석(중앙대입구)","2993","3213","20260104",""
"20260101","9호선","동작(현충원)","1349","1229","20260104",""
"20260101","9호선","구반포","237","240","20260104",""
"20260101","9호선","신반포","1520","1576","20260104",""
"20260101","9호선","고속터미널","7959","11186","20260104",""
"20260101","9호선","사평","1589","1635","20260104",""
"20260101","9호선","신논현","13009","12780","20260104",""
"20260101","9호선2~3단계","언주","3796","3636","20260104",""
"20260101","9호선2~3단계","선정릉","2361","2671","20260104",""
"20260101","9호선2~3단계","삼성중앙","1889","1926","20260104",""
"20260101","9호선2~3단계","봉은사","15048","16727","20260104",""
"20260101","9호선2~3단계","종합운동장","2209","1958","20260104",""
"20260101","9호선2~3단계","삼전","3673","3602","20260104",""
"20260101","9호선2~3단계","석촌고분","3520","3408","20260104",""
"20260101","9호선2~3단계","석촌","4129","3652","20260104",""
"20260101","9호선2~3단계","송파나루","3160","3014","20260104",""
"20260101","9호선2~3단계","한성백제","1823","1370","20260104",""
"20260101","9호선2~3단계","올림픽공원(한국체대)","2699","2634","20260104",""
"20260101","9호선2~3단계","둔촌오륜","1490","1583","20260104",""
"20260101","9호선2~3단계","중앙보훈병원","3576","3197","20260104",""
"20260101","경강선","판교","2029","1794","20260104",""
"20260101","경강선","이매","396","317","20260104",""
"20260101","경강선","삼동","777","765","20260104",""
"20260101","경강선","경기광주","2895","3142","20260104",""
"20260101","경강선","초월","1354","1351","20260104",""
"20260101","경강선","곤지암","1166","1194","20260104",""
"20260101","경강선","신둔도예촌","655","615","20260104",""
"20260101","경강선","이천","1668","1830","20260104",""
"20260101","경강선","부발","1233","1378","20260104",""
"20260101","경강선","세종대왕릉","200","219","20260104",""
"20260101","경강선","여주","1915","1798","20260104",""
"20260101","경강선","성남","582","530","20260104",""
"20260101","경부선","서울역","8412","2684","20260104",""
"20260101","경부선","남영","3885","4054","20260104",""
"20260101","경부선","용산","38063","37363","20260104",""
"20260101","경부선","노량진","5741","5461","20260104",""
"20260101","경부선","대방","3421","4028","20260104",""
"20260101","경부선","영등포","27892","27147","20260104",""
"20260101","경부선","신도림","1367","1540","20260104",""
"20260101","경부선","신길","3452","3202","20260104",""
"20260101","경부선","구로","7229","7526","20260104",""
"20260101","경부선","가산디지털단지","3611","4983","20260104",""
"20260101","경부선","금천구청","4054","4135","20260104",""
"20260101","경부선","석수","3019","3076","20260104",""
"20260101","경부선","관악","3082","3110","20260104",""
"20260101","경부선","안양","10178","10201","20260104",""
"20260101","경부선","명학","2182","2216","20260104",""
"20260101","경부선","금정","10943","11648","20260104",""
"20260101","경부선","군포","2314","2130","20260104",""
"20260101","경부선","의왕","3258","3340","20260104",""
"20260101","경부선","성균관대","6868","6973","20260104",""
"20260101","경부선","화서","8002","7706","20260104",""
"20260101","경부선","수원","30242","29144","20260104",""
"20260101","경부선","독산","4925","5026","20260104",""
"20260101","경부선","세류","1701","1762","20260104",""
"20260101","경부선","병점","7404","8187","20260104",""
"20260101","경부선","세마","1636","1582","20260104",""
"20260101","경부선","오산대","1993","1830","20260104",""
"20260101","경부선","오산","6415","6787","20260104",""
"20260101","경부선","진위","624","563","20260104",""
"20260101","경부선","송탄","2960","3172","20260104",""
"20260101","경부선","서정리","4499","5089","20260104",""
"20260101","경부선","평택지제","2411","2532","20260104",""
"20260101","경부선","평택","9112","9174","20260104",""
"20260101","경부선","성환","2245","2389","20260104",""
"20260101","경부선","직산","556","557","20260104",""
"20260101","경부선","두정","4310","4480","20260104",""
"20260101","경부선","천안","4840","4902","20260104",""
"20260101","경부선","당정","2235","2298","20260104",""
"20260101","경부선","서동탄","591","607","20260104",""
"20260101","경부선","광명","1720","1429","20260104",""
"20260101","경원선","이촌(국립중앙박물관)","1556","1365","20260104",""
"20260101","경원선","서빙고","893","986","20260104",""
"20260101","경원선","한남","1377","1432","20260104",""
"20260101","경원선","옥수","40","42","20260104",""
"20260101","경원선","응봉","1215","1111","20260104",""
"20260101","경원선","왕십리(성동구청)","9996","9964","20260104",""
"20260101","경원선","청량리(서울시립대입구)","11192","10119","20260104",""
"20260101","경원선","외대앞","4593","4659","20260104",""
"20260101","경원선","신이문","3815","3650","20260104",""
"20260101","경원선","석계","3213","3553","20260104",""
"20260101","경원선","광운대","3578","3707","20260104",""
"20260101","경원선","월계","2680","2685","20260104",""
"20260101","경원선","녹천","1780","1591","20260104",""
"20260101","경원선","창동","4","0","20260104",""
"20260101","경원선","방학","4700","4720","20260104",""
"20260101","경원선","도봉","2479","2439","20260104",""
"20260101","경원선","도봉산","5121","3478","20260104",""
"20260101","경원선","망월사","3242","3369","20260104",""
"20260101","경원선","회룡","5574","5551","20260104",""
"20260101","경원선","의정부","10252","10175","20260104",""
"20260101","경원선","가능","2780","2854","20260104",""
"20260101","경원선","녹양","1825","1906","20260104",""
"20260101","경원선","양주","3301","3548","20260104",""
"20260101","경원선","덕계","2601","2546","20260104",""
"20260101","경원선","덕정","2711","2655","20260104",""
"20260101","경원선","지행","3355","3426","20260104",""
"20260101","경원선","동두천중앙","1424","1449","20260104",""
"20260101","경원선","보산","884","910","20260104",""
"20260101","경원선","동두천","810","858","20260104",""
"20260101","경원선","소요산","1385","1379","20260104",""
"20260101","경원선","청산","97","100","20260104",""
"20260101","경원선","전곡","792","767","20260104",""
"20260101","경원선","연천","589","573","20260104",""
"20260101","경의선","서울역","698","727","20260104",""
"20260101","경의선","신촌","225","230","20260104",""
"20260101","경의선","효창공원앞","1172","1285","20260104",""
"20260101","경의선","공덕","1982","1389","20260104",""
"20260101","경의선","서강대","974","994","20260104",""
"20260101","경의선","홍대입구","1641","1933","20260104",""
"20260101","경의선","가좌","2265","2352","20260104",""
"20260101","경의선","디지털미디어시티","1141","1110","20260104",""
"20260101","경의선","수색","931","922","20260104",""
"20260101","경의선","한국항공대","547","593","20260104",""
"20260101","경의선","강매","1043","1068","20260104",""
"20260101","경의선","행신","2938","3239","20260104",""
"20260101","경의선","능곡","1856","1999","20260104",""
"20260101","경의선","곡산","245","211","20260104",""
"20260101","경의선","백마","2551","2663","20260104",""
"20260101","경의선","풍산","3069","3055","20260104",""
"20260101","경의선","일산","4142","4105","20260104",""
"20260101","경의선","탄현","3272","3158","20260104",""
"20260101","경의선","야당","4532","4367","20260104",""
"20260101","경의선","운정","3639","3550","20260104",""
"20260101","경의선","금릉","2359","2445","20260104",""
"20260101","경의선","금촌","3586","3744","20260104",""
"20260101","경의선","월롱","694","784","20260104",""
"20260101","경의선","파주","534","516","20260104",""
"20260101","경의선","문산","2874","2989","20260104",""
"20260101","경의선","임진강","19","17","20260104",""
"20260101","경인선","개봉","9366","9549","20260104",""
"20260101","경인선","오류동","5657","5476","20260104",""
"20260101","경인선","역곡","10486","10889","20260104",""
"20260101","경인선","부천","18214","18732","20260104",""
"20260101","경인선","송내","9596","9454","20260104",""
"20260101","경인선","부평","19279","18766","20260104",""
"20260101","경인선","백운","2945","2925","20260104",""
"20260101","경인선","동암","7468","7747","20260104",""
"20260101","경인선","주안","9176","8192","20260104",""
"20260101","경인선","제물포","4130","4291","20260104",""
"20260101","경인선","동인천","6614","6523","20260104",""
"20260101","경인선","인천","2751","2316","20260104",""
"20260101","경인선","구일","2585","2548","20260104",""
"20260101","경인선","소사","3381","3561","20260104",""
"20260101","경인선","부개","3658","3627","20260104",""
"20260101","경인선","간석","2684","2389","20260104",""
"20260101","경인선","도원","1191","1307","20260104",""
"20260101","경인선","온수(성공회대입구)","2778","2737","20260104",""
"20260101","경인선","중동","3840","3731","20260104",""
"20260101","경인선","도화","1777","1774","20260104",""
"20260101","경춘선","신내","931","877","20260104",""
"20260101","경춘선","갈매","962","938","20260104",""
"20260101","경춘선","별내","1222","1057","20260104",""
"20260101","경춘선","퇴계원","1398","1363","20260104",""
"20260101","경춘선","사릉","812","876","20260104",""
"20260101","경춘선","금곡","666","668","20260104",""
"20260101","경춘선","평내호평","2408","2440","20260104",""
"20260101","경춘선","천마산","670","692","20260104",""
"20260101","경춘선","마석","1792","1791","20260104",""
"20260101","경춘선","대성리","309","245","20260104",""
"20260101","경춘선","청평","1135","1033","20260104",""
"20260101","경춘선","상천","128","86","20260104",""
"20260101","경춘선","가평","1142","1133","20260104",""
"20260101","경춘선","굴봉산","44","66","20260104",""
"20260101","경춘선","백양리","277","193","20260104",""
"20260101","경춘선","강촌","249","234","20260104",""
"20260101","경춘선","김유정","277","256","20260104",""
"20260101","경춘선","남춘천","1866","1918","20260104",""
"20260101","경춘선","춘천","1032","938","20260104",""
"20260101","공항철도 1호선","서울역","11056","9403","20260104",""
"20260101","공항철도 1호선","공덕","1481","2269","20260104",""
"20260101","공항철도 1호선","홍대입구","13321","11574","20260104",""
"20260101","공항철도 1호선","디지털미디어시티","3549","3527","20260104",""
"20260101","공항철도 1호선","마곡나루(서울식물원)","3653","3908","20260104",""
"20260101","공항철도 1호선","김포공항","7288","3686","20260104",""
"20260101","공항철도 1호선","계양","3858","4224","20260104",""
"20260101","공항철도 1호선","검암","2575","2674","20260104",""
"20260101","공항철도 1호선","청라국제도시","3097","3160","20260104",""
"20260101","공항철도 1호선","운서","6992","7724","20260104",""
"20260101","공항철도 1호선","공항화물청사","1021","1023","20260104",""
"20260101","공항철도 1호선","인천공항1터미널","15780","13847","20260104",""
"20260101","공항철도 1호선","인천공항2터미널","8200","6556","20260104",""
"20260101","공항철도 1호선","영종","2780","2579","20260104",""
"20260101","과천선","선바위","2311","2134","20260104",""
"20260101","과천선","경마공원","367","341","20260104",""
"20260101","과천선","대공원","1443","1430","20260104",""
"20260101","과천선","과천","2145","1918","20260104",""
"20260101","과천선","정부과천청사","3353","3491","20260104",""
"20260101","과천선","인덕원","8393","8919","20260104",""
"20260101","과천선","평촌","4949","4916","20260104",""
"20260101","과천선","범계","11412","11359","20260104",""
"20260101","분당선","선릉","2631","3486","20260104",""
"20260101","분당선","한티","5511","5615","20260104",""
"20260101","분당선","도곡","2236","2279","20260104",""
"20260101","분당선","구룡","1007","1027","20260104",""
"20260101","분당선","개포동","1343","1460","20260104",""
"20260101","분당선","대모산입구","1922","1972","20260104",""
"20260101","분당선","수서","7198","7677","20260104",""
"20260101","분당선","복정","3","0","20260104",""
"20260101","분당선","수원","5146","4780","20260104",""
"20260101","분당선","서울숲","4567","4560","20260104",""
"20260101","분당선","압구정로데오","6368","6300","20260104",""
"20260101","분당선","강남구청","1896","2294","20260104",""
"20260101","분당선","선정릉","1360","1353","20260104",""
"20260101","분당선","가천대","3252","3629","20260104",""
"20260101","분당선","태평","6662","6534","20260104",""
"20260101","분당선","모란","8762","9233","20260104",""
"20260101","분당선","야탑","9960","10548","20260104",""
"20260101","분당선","서현","11172","10858","20260104",""
"20260101","분당선","수내","4027","4012","20260104",""
"20260101","분당선","정자","5294","5521","20260104",""
"20260101","분당선","미금","6206","6431","20260104",""
"20260101","분당선","오리","4028","3605","20260104",""
"20260101","분당선","이매","2127","2156","20260104",""
"20260101","분당선","보정","771","757","20260104",""
"20260101","분당선","죽전","4837","5454","20260104",""
"20260101","분당선","구성","2715","2879","20260104",""
"20260101","분당선","신갈","1457","1481","20260104",""
"20260101","분당선","기흥","4028","3824","20260104",""
"20260101","분당선","상갈","2108","2298","20260104",""
"20260101","분당선","청명","1615","1632","20260104",""
"20260101","분당선","영통","4129","3986","20260104",""
"20260101","분당선","망포","5248","5426","20260104",""
"20260101","분당선","매탄권선","2171","2259","20260104",""
"20260101","분당선","수원시청","6743","5955","20260104",""
"20260101","분당선","매교","1837","1908","20260104",""
"20260101","서해선","김포공항","2512","3492","20260104",""
"20260101","서해선","원종","2535","2507","20260104",""
"20260101","서해선","부천종합운동장","1018","958","20260104",""
"20260101","수인선","고색","1659","1927","20260104",""
"20260101","수인선","오목천","1668","1548","20260104",""
"20260101","수인선","어천","798","842","20260104",""
"20260101","수인선","야목","294","244","20260104",""
"20260101","수인선","사리","2301","2049","20260104",""
"20260101","수인선","달월","44","30","20260104",""
"20260101","수인선","월곶","1896","1872","20260104",""
"20260101","수인선","소래포구","3435","3320","20260104",""
"20260101","수인선","인천논현","2478","2664","20260104",""
"20260101","수인선","호구포","1402","1429","20260104",""
"20260101","수인선","남동인더스파크","388","379","20260104",""
